ARTINUMMER;ORIG;BEZEICH;BEZEICH2;GROSSE;FARBE;PREISFAKT;EK;VK;VK2;VK3;VK4;VK5;VK6;VK7;VK8;VK9;VK10;LVKDAT;UVBVK;DEK;EKMENGE;LEK;LEKDAT;INVDATUM;INVBEW;LPAND;ETIKETT;WG;LR;MATCH;EAN;KEYNUM;FKEYNUM;FMENGE;LAGER;MIN;MINWIN;MAX;SPERRMAX;NACHMENGE;NACHWIN;REKLAMA;BESTMENGE;RABATTGR;TEILEART;MWSTSCH;GEWICHT;RESERV;RABATT;ANMERK1;ANMERK2;BESTELLT;ANLAGEDAT;VPGR;PRAMIE;KALKBASIS;KALKUL;SPERRE;RABPREIS;BESTANDJN;LIEFERBAR;AUTOBEST;AUSLAUF;ARCHIV;INTERNET;INETDBT;IRABATT;WEITERE;KOMMISSION;PAKETTEIL;GERAETJN;KDZWANGJN;HATBILDER;RABATTJN;TIMESTAMP;BILDNUM;EINHMENGE;EINHTYP;ZOLLTARIF;ORIGIN;SHOPWGR;IBEZEICH;IFARBE;MARKE;IPLATZ;EBAYKAT;EBAYKAT2;INETDBT2;EBAYSKAT;EBAYSKAT2;EBAYADBT;EBAYZUST;EBAYTNO;VATYP;ASIN;RETURNFLAG;PMP;HAZARD;BLOCK;TBLOCK;VKZ;V01;V02;V03;V04;V05;V06;V07;V08;V09;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;VORJAHR;
4KM-W0045-00-00;;BREMSBELAGSATZ;;;;0;20.65;49.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;02.08.13;40.95;21.14;4;21.14;07.08.13;21.12.12;0.00;19.01.19;3;500;1;4KM-W0045-00-000;;2527;0;0;333;1;0;0;0;2;0;0;1;A;K5;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;N;N;34033;0.00;JJ0NNJJNN 0;N;N;N;N;N;J;2013080707:48:28;0;0.00;;;;0;;;;0;;;48025;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4KM-Y2172-10-P0;;SEITENDECKEL 2;;;;0;60.66;115.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.08.04;100.26;161.14;0;0.00;10.08.04;11.12.14;32.23;19.01.19;3;500;1;4KM-Y2172-10-P00;;2574;0;0;141;0;0;0;0;0;0;0;1;AA;SN;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;34034;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4KN-2836B-00-00;;;;;;0;9.99;20.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26.10.10;16.98;10.14;5;10.14;17.05.13;09.06.15;10.14;19.01.19;3;500;1;4KN-2836B-00-000;;4028;0;0;;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;N;N;34035;0.00;NN;;N;N;N;;;2013051707:51:15;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4KN-2836B-10-00;;4KN-2836B-10-00;;;;0;9.99;20.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.04.18;16.98;9.69;3;9.69;07.04.18;  .  .  ;0.00;19.01.19;3;500;1;4KN-2836B-10-000;;6442;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;02.07.12;;0.00;V;0.00;N;;J;J;J;;N;N;42049;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2013041710:08:23;0;0.00;;;;0;;;;0;;;42050;;;;;0;0;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4KN-W253E-11-00;;BREMSSCHUHSATZ 2;;;;0;9.31;19.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;02.06.09;16.54;8.19;0;0.00;03.06.09;21.12.15;8.77;19.01.19;3;500;1;4KN-W253E-11-000;;3678;0;0;1071;1;0;0;0;1;0;0;1;O;K0;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;34036;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4KP-14171-00-00;;VOLLKOLBEN, ANLASSER;;;;0;47.92;93.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23.03.17;81.46;47.59;1;47.59;23.03.17;  .  .  ;0.00;19.01.19;3;500;1;4KP-14171-00-000;;12266;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;18.03.17;1;0.00;V;0.00;N;;J;N;J;;N;N;76041;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2017031812:27:16;0;0.00;;;;0;;;;0;;;76042;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
4KP-14191-00-00;;ABLASSCHRAUBE;;;;0;5.70;11.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31.08.18;9.69;5.53;4;5.53;24.08.18;11.12.14;0.00;19.01.19;3;500;1;4KP-14191-00-000;;9247;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;07.05.14;;0.00;V;0.00;N;;J;J;J;;N;N;56402;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2014050908:20:00;0;0.00;;;;0;;;;0;;;56403;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4KX-17632-00-00;;GEWICHT;;;;0;1.56;3.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21.09.18;3.09;1.18;6;1.18;20.09.18;  .  .  ;0.00;19.01.19;3;500;1;4KX-17632-00-000;;13509;0;0;;0;0;0;0;1;0;0;0;A;K6;1;0.00;0.00;0;;;0;18.09.18;1;0.00;V;0.00;N;;J;J;J;;N;N;85859;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2018091813:41:59;0;0.00;;;;0;;;;0;;;85860;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-11610-31-00;;KOLBENRINGSATZ (2.O/S);;;;0;55.84;106.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26.06.95;92.30;18.44;0;0.00;  .  .  ;21.12.15;29.15;19.01.19;3;500;1;4L0-11610-31-000;;1049;0;0;2322;0;0;0;0;0;0;0;1;AA;SN;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;34037;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-11610-41-00;;KOLBENRINGSATZ;;;;0;55.84;106.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;92.30;18.90;0;0.00;03.03.99;21.12.15;8.33;19.01.19;3;500;1;4L0-11610-41-000;;2988;0;0;1143;0;0;0;0;0;0;0;1;AA;SN;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;34038;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-11631-01-94;;KOLBEN (STD);;;;0;104.17;198.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;04.10.97;172.17;34.43;0;0.00;12.03.98;21.12.15;15.43;19.01.19;3;500;1;4L0-11631-01-940;;2831;0;0;1136;0;0;0;0;0;0;0;1;AA;SN;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;34039;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-11633-00-00;;BOLZEN, KOLBEN;;;;0;20.89;42.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.01.14;35.51;6.49;12;6.49;28.01.14;  .  .  ;0.00;19.01.19;3;500;1;4L0-11633-00-000;;5250;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;08.03.12;;0.00;V;0.00;N;;J;J;J;;N;N;37021;0.00;JJ0NNNJNN;N;N;N;N;N;J;2014012811:11:16;0;0.00;;;;0;;;;0;;;37022;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-11636-01-00;;KOLBEN (0.50MM UG);;;;0;104.17;198.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;172.17;34.18;0;0.00;  .  .  ;21.12.15;53.90;19.01.19;3;500;1;4L0-11636-01-000;;1065;0;0;1142;0;0;0;0;0;0;0;1;AA;SN;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;34040;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-11638-01-00;;KOLBEN (1.00MM UG);;;;0;104.17;198.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;172.17;35.01;0;0.00;03.03.99;21.12.15;15.43;19.01.19;3;500;1;4L0-11638-01-000;;2987;0;0;1141;0;0;0;0;0;0;0;1;AA;SN;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;34041;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-12414-19-00;;DICHTUNG, DECKEL;;;;0;3.68;7.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;6.26;1.75;0;0.00;  .  .  ;21.12.15;2.88;19.01.19;3;500;1;4L0-12414-19-000;;3193;0;0;2586;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;34042;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-12422-00-00;;DECKEL, GEHAEUSE;;;;0;6.90;14.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;11.73;3.07;0;0.00;  .  .  ;21.12.15;7.12;19.01.19;3;500;1;4L0-12422-00-000;;1092;0;0;2586;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;34043;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-12450-01-00;;FLUGELRADWELLE;;;;0;43.55;85.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.03.12;74.03;34.62;1;34.62;17.03.12;  .  .  ;0.00;19.01.19;3;500;1;4L0-12450-01-000;;5303;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;15.03.12;;0.00;V;0.00;N;;J;J;J;;N;N;37289;0.00;JJ0NNNJNN;N;N;N;N;N;J;2012031710:02:59;0;0.00;;;;0;;;;0;;;37290;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-12479-00-00;4L0124790000;VERBINDUNG;;;;0;10.46;21.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31.10.15;17.79;10.00;1;10.00;09.06.15;  .  .  ;0.00;19.01.19;3;500;1;4L0-12479-00-000;;10689;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;06.06.15;;0.00;V;0.00;N;;J;J;J;;N;N;65348;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2015060908:07:04;0;0.00;;;;0;;;;0;;;65349;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-14451-00-00;;ELEMENT, LUFTFILTER;;;;0;3.10;7.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.06.04;6.14;2.14;0;0.00;15.06.04;21.12.15;0.71;19.01.19;3;500;1;4L0-14451-00-000;;1177;0;0;43;0;0;0;0;0;0;0;1;A;K2;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;34044;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2012112817:18:09;0;0.00;;;;0;;;;0;;;45997;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-14457-01-00;;DICHTUNG;;;;0;4.10;8.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.04.12;6.97;0.76;0;0.00;  .  .  ;21.12.15;0.99;19.01.19;3;500;1;4L0-14457-01-000;;1983;0;0;2572;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;34045;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-15362-00-00;;OLSTANDSCHRAUBE;;;;0;10.49;21.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.06.15;17.84;4.11;3;4.11;30.06.15;  .  .  ;0.00;19.01.19;3;500;1;4L0-15362-00-000;;5306;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;15.03.12;;0.00;V;0.00;N;;J;J;J;;N;N;37295;0.00;JJ0NNNJNN;N;N;N;N;N;J;2015063007:54:19;0;0.00;;;;0;;;;0;;;37296;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-17471-00-00;4L0174710000;PLATTE, DECKEL;;;;0;5.16;10.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.12.18;8.77;5.08;2;5.08;05.12.18;  .  .  ;0.00;19.01.19;3;500;1;4L0-17471-00-000;;10670;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;-1.00;0;;;0;01.06.15;;0.00;V;0.00;N;;J;J;J;;N;N;65193;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2015060207:55:19;0;0.00;;;;0;;;;0;;;65194;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-18111-00-00;;Schaltpedal;;;;0;50.90;96.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.06.03;84.12;23.09;0;0.00;13.06.03;21.12.15;8.80;19.01.19;3;500;1;4L0-18111-00-000;;1329;0;0;1093;0;0;0;0;0;0;0;1;AA;SN;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;34046;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-21318-00-00;;STUETZE, MOTOR 5;;;;0;9.36;19.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;15.91;6.58;0;0.00;17.05.95;21.12.15;3.14;19.01.19;3;500;1;4L0-21318-00-000;;2097;0;0;1042;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;34047;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-21543-01-00;;PLATTE 1;;;;0;0.46;1.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;0.79;3.41;0;0.00;  .  .  ;21.12.15;7.87;19.01.19;3;500;1;4L0-21543-01-000;;1340;0;0;1036;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;34048;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-23144-00-00;;STAUBDICHTUNG;;;;0;14.59;31.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.02.03;26.31;5.11;0;0.00;  .  .  ;21.12.15;8.48;19.01.19;3;500;1;4L0-23144-00-000;;1372;0;0;2522;0;0;0;0;0;0;0;1;Q;NC;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;34049;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-24181-00-00;;DAEMPFUNGSLAGER 1;;;;0;2.65;5.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.07.02;4.51;1.48;0;0.00;30.07.02;21.12.15;0.87;19.01.19;3;500;1;4L0-24181-00-000;;1400;0;0;2083;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;34050;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-24524-00-00;;HEBEL, HAHN;;;;0;7.24;14.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;12.30;3.58;0;0.00;  .  .  ;21.12.15;8.20;19.01.19;3;500;1;4L0-24524-00-000;;1409;0;0;1121;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;34051;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-25412-00-00;;SCHEIBE;;;;0;2.65;5.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;4.51;0.62;0;0.00;  .  .  ;21.12.15;1.44;19.01.19;3;500;1;4L0-25412-00-000;;1440;0;0;1091;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;34052;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-25854-00-00;;MEMBRAN;;;;0;9.85;19.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;05.08.16;16.28;8.06;9;9.14;13.05.16;21.12.15;0.00;19.01.19;3;500;1;4L0-25854-00-000;;1112;0;0;2124;1;0;0;0;1;0;0;1;AA;SN;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;N;N;34054;0.00;JJ0NNJJNN 0;N;N;N;N;N;J;2016051308:14:02;0;0.00;;;;0;;;;0;;;36453;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-25867-00-00;;KONSOLE, HAUPTBREMSZYL.;;;;0;16.72;34.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21.05.12;28.42;4.42;0;0.00;30.07.05;  .  .  ;0.00;19.01.19;3;500;1;4L0-25867-00-000;;2433;0;0;2125;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;34055;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-27423-00-00;;DECKEL, FUSSRASTE 1J7;;;;0;13.04;26.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;09.12.15;22.17;12.33;8;12.33;10.10.15;  .  .  ;0.00;19.01.19;3;500;1;4L0-27423-00-000;;1249;0;0;21106;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;N;N;34056;0.00;NN;;N;N;N;;;2015101009:45:30;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-83310-40-00;;VORDERER BLINKER KOMPL. 1;;;;0;20.24;43.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.03.99;36.50;9.37;0;0.00;  .  .  ;21.12.15;13.35;19.01.19;3;500;1;4L0-83310-40-000;;1595;0;0;864;0;0;0;0;0;0;0;1;Q;NC;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;34057;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-83318-00-00;;STUETZE, BLINKER 1;;;;0;15.29;31.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.04.96;25.99;6.82;0;0.00;  .  .  ;21.12.15;14.43;19.01.19;3;500;1;4L0-83318-00-000;;1611;0;0;2133;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;34058;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-83330-40-00;;HINTERER BLINKER KOMPL. 1;;;;0;20.36;44.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;04.07.15;36.71;18.91;0;0.00;  .  .  ;21.12.15;13.24;19.01.19;3;500;1;4L0-83330-40-000;;1621;0;0;881;0;0;0;0;0;0;0;1;Q;NC;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;N;N;34059;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-83332-00-00;;SCHUTZGLAS, BLINKER;;;;0;2.65;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.10.08;4.78;2.81;0;0.00;10.10.08;21.12.15;2.97;19.01.19;3;500;1;4L0-83332-00-000;;1944;0;0;863;0;0;0;0;0;0;0;1;Q;NC;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;34060;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-83922-00-00;;HEBEL 2;;;;0;12.57;27.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.11.16;22.67;7.79;1;7.79;07.11.16;  .  .  ;0.00;19.01.19;3;500;1;4L0-83922-00-000;;12119;0;0;;0;0;0;0;1;0;0;0;Q;NC;1;0.00;0.00;0;;;0;28.10.16;1;0.00;V;0.00;N;;J;J;J;;N;N;74806;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2016102817:41:46;0;0.00;;;;0;;;;0;;;74807;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-85540-50-00;;CDI-EINHEIT;;;;0;316.68;602.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;523.41;239.39;0;0.00;  .  .  ;  .  .  ;0.00;19.01.19;3;500;1;4L0-85540-50-000;;1907;0;0;2042;0;0;0;0;0;0;0;1;AA;SN;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;34061;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4L0-W0045-10-00;;BREMSBELAGSATZ;;;;0;31.44;71.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;62.36;30.07;0;30.07;  .  .  ;  .  .  ;0.00;19.01.19;3;500;1;4L0-W0045-10-000;;12962;0;0;351;0;0;0;0;0;0;0;0;A;K5;1;0.00;0.00;0;;;0;12.12.17;1;0.00;V;0.00;N;;J;N;J;;N;N;81099;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2017121213:10:12;0;0.00;;;;0;;;;0;;;81100;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4LS-14145-00-00;;EINSTELLER,NADELDUSE;;;;0;2.36;5.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.09.12;4.01;1.97;1;1.97;07.08.12;  .  .  ;0.00;19.01.19;3;500;1;4LS-14145-00-000;;6741;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;02.08.12;;0.00;V;0.00;N;;J;J;J;;N;N;43155;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2012080708:00:39;0;0.00;;;;0;;;;0;;;43156;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
